"What is 'the field that focuses on designing, optimizing, and streamlining processes'?",Business process management (BPM),Information Technology (IT),Data-driven decision making,Digital Transformation (DT),Business process management (BPM)
What component is called 'The base for every information system'?,People,Technology,Processes,Data,Data
Which of these is NOT a stage in the 'Information Processing Cycle'?,Input,Processing,Storage,Analysis,Analysis
What is defined as 'the computer component that contains the instructions that directs computer hardware to carry out tasks'?,Software,Application Software,Operating System (OS),Hardware,Software
"What type of software is 'used to support a wide range of individual and business activities, such as... word processing'?",Software,Application Software,Operating System (OS),System Software,Application Software
"What 'category of system software... performs a variety of critical basic tasks, such as handling device input and output'?",Software,Application Software,Operating System (OS),Hardware,Operating System (OS)
What is defined as 'the design of software using a set of basic instructions'?,Programming,Programming language,Operating System,Application Software,Programming
What is defined as 'The general steps to build software'?,Agile Development,A Methodology,Software Development Life Cycle (SDLC),Rapid Application Development (RAD),Software Development Life Cycle (SDLC)
"What is defined as 'A formalized approach that an organization goes through to analyse, design, implement, and maintain a system'?",A Methodology,SDLC,Agile,A Feedback Loop,A Methodology
Which of these is NOT one of the 6 SDLC phases listed?,Requirement Gathering & Analysis,Design,Marketing,Testing,Marketing
What is the goal of Phase 1: Requirement Gathering & Analysis?,To convert logical work to physical,To write and test code modules,To develop a clear understanding of the system's requirements,To fix software bugs,To develop a clear understanding of the system's requirements
What type of requirement defines 'what the system should do'?,Non-functional requirements,Functional requirements,Design requirements,API requirements,Functional requirements
"What type of requirement defines 'performance, reliability, usability, etc.'?",Non-functional requirements,Functional requirements,Business requirements,Database requirements,Non-functional requirements
Who makes the 'Go/No Go' decision after the analysis phase?,Developers and Testers,Sponsor and steering committee,End users,The Project Manager only,Sponsor and steering committee
In which SDLC phase is 'logical' work converted to 'physical'?,Requirement Gathering & Analysis,Design,Implementation,Testing,Design
What 'defines the overall system architecture'?,Low-Level Design (LLD),High-Level Design (HLD),Database design,API design,High-Level Design (HLD)
What 'defines components and algorithms'?,Low-Level Design (LLD),High-Level Design (HLD),Architecture design,UI/UX design,Low-Level Design (LLD)
"In which SDLC phase do developers 'write, integrate, and test code modules'?",Design,Implementation,Testing,Deployment,Implementation
Which testing level tests 'individual components of the software... in isolation'?,Unit Testing,Integration Testing,System Testing,User Acceptance Testing (UAT),Unit Testing
Which testing level 'checks how different modules or components work together'?,Unit Testing,Integration Testing,System Testing,User Acceptance Testing (UAT),Integration Testing
"Which testing level is a 'complete, end-to-end test of the fully integrated system'?",Unit Testing,Integration Testing,System Testing,User Acceptance Testing (UAT),System Testing
"Which testing level is 'performed by end users or clients, to confirm that the system satisfies business needs'?",Unit Testing,Integration Testing,System Testing,User Acceptance Testing (UAT),User Acceptance Testing (UAT)
In which SDLC phase is software 'release to the production environment'?,Implementation,Testing,Deployment,Maintenance,Deployment
In which SDLC phase are 'software bugs or issues... identified during usage... in the production environment' fixed?,Implementation,Testing,Deployment,Maintenance,Maintenance
What type of system applies SDLC phases to 'maintain or enhance the current system'?,To-be-System,As-is-System,Legacy System,Waterfall System,As-is-System
What type of system applies SDLC phases to 'build a new system'?,To-be-System,As-is-System,Current System,Iterative System,To-be-System
Which methodology involves proceeding 'sequentially from one phase to the next'?,Waterfall Development,Iterative Development,Agile Development,Parallel Development,Waterfall Development
What is a major 'Con' of the Waterfall methodology?,It is too fast,All requirements must be known upfront,It is good for management control,It provides structure to inexperienced staff,All requirements must be known upfront
Which methodology divides a project into 'a series of subprojects that can be designed and implemented in parallel'?,Waterfall Development,Iterative Development,Agile Development,Parallel Development,Parallel Development
Which methodology's goal is to 'get some portion of the system developed quickly and into the hands of the users for evaluation'?,Waterfall Development,Rapid Application Development (RAD),Sequential Development,System Testing,Rapid Application Development (RAD)
Which methodology 'breaks the overall project into a series of versions that are developed sequentially'?,Waterfall Development,Iterative Development,Agile Development,Parallel Development,Iterative Development
Which methodology uses a 'mini-waterfall process' to develop versions quickly?,Waterfall Development,Iterative Development,Agile Development,Parallel Development,Iterative Development
What is the mnemonic for the 4 Agile Values?,I Work for Customer Response,We Love Agile Software,"Plan, Design, Implement, Test",I Work with Customer to Respond,I Work with Customer to Respond
"In Agile Values, what does 'I' stand for?",Individuals and interactions,Implementation,Infrastructure,Iterative Development,Individuals and interactions
"In Agile Values, what does 'Work' stand for?",Working software,Workload,Workflow,Waterfall,Working software
"In Agile Values, what does 'Customer' stand for?",Customer collaboration,Customer contract,Customer complaints,Customer code,Customer collaboration
"In Agile Values, what does 'Respond' stand for?",Responding to change,Responding to emails,Responding to the plan,Responding to the contract,Responding to change
Which Agile Value is 'Individuals and interactions OVER...'?,...Comprehensive Documentation,...Contract Negotiation,...Following a Plan,...Processes and Tools,...Processes and Tools
Which Agile Value is 'Working software OVER...'?,...Comprehensive Documentation,...Contract Negotiation,...Following a Plan,...Processes and Tools,...Comprehensive Documentation
Which Agile Value is 'Customer collaboration OVER...'?,...Comprehensive Documentation,...Contract Negotiation,...Following a Plan,...Processes and Tools,...Contract Negotiation
Which Agile Value is 'Responding to change OVER...'?,...Comprehensive Documentation,...Contract Negotiation,...Following a Plan,...Processes and Tools,...Following a Plan
"What is the 'primary measure of progress' in Agile, according to V2?",Comprehensive documentation,Working software,Following a plan,Contract negotiation,Working software
"What is an 'ordered list of all the work, presented in story form, for a team'?",The Plan,The Contract,The Backlog,The Documentation,The Backlog
"In Agile, when does the customer review and see the product?",Only at the beginning,At the end of every sprint,Only at the final deployment,Never,At the end of every sprint
What is the agile principle represented by the 'KISS' image?,Welcome change,Deliver frequently,Maintain simplicity,Work together,Maintain simplicity
Which of the following is NOT a 'Methodology selection criteria'?,Clarity of user requirements,Familiarity with technology,The company's logo,System complexity,The company's logo
What professional is described as a 'change agent who identify the organizational improvements needed'?,Software Programmer,The System Analyst,Technical Specialist,Vendor,The System Analyst
Which of these is NOT one of the 6 skills categories for a Systems Analyst?,Technical,Business,Artistic,Ethical,Artistic
Which Systems Analyst role 'Focuses on the IS issues surrounding the system'?,System analyst role,Business analyst role,Requirements analyst role,Infrastructure analyst role,System analyst role
Which Systems Analyst role 'Focuses on the business issues surrounding the system'?,System analyst role,Business analyst role,Requirements analyst role,Infrastructure analyst role,Business analyst role
Which Systems Analyst role 'Focuses on eliciting the requirements from the stakeholders'?,System analyst role,Business analyst role,Requirements analyst role,Change management analyst role,Requirements analyst role
"Which Systems Analyst role 'Focuses on technical issues surrounding... hardware, software, networks, and databases'?",Project manager role,Business analyst role,Requirements analyst role,Infrastructure analyst role,Infrastructure analyst role
Which Systems Analyst role 'Focuses on the people and management issues surrounding the system installation'?,Change management analyst role,Business analyst role,System analyst role,Infrastructure analyst role,Change management analyst role
Which Systems Analyst role 'Ensures that the project is completed on time and within budget'?,Change management analyst role,Project manager role,System analyst role,Business analyst role,Project manager role
"What is 'The allocation of financial, human, and technological resources... to develop and maintain IT and systems'?",Investment in Information Systems,Return on Investment (ROI),Business Process Management (BPM),Software Development Life Cycle (SDLC),Investment in Information Systems
"Investing in 'foundational technologies like servers, networks, databases, and cloud storage' is what type of IS investment?",Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Infrastructure
Investing in 'specialized software to improve specific business functions' like ERP or CRM is what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Applications and Software
Investing in tools to 'transform raw data into actionable insights' is what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Data Analytics and BI
"Investing in 'security measures like firewalls, encryption, and intrusion detection' is what type of IS investment?",Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Cybersecurity
Which of the following is NOT listed as a challenge in IS investment?,High Upfront Costs,Rapid Technology Changes,Too much employee support,Security Concerns,Too much employee support
What way of adding value to an organization is described as 'Doing things faster'?,Automating,Informating,Strategizing,Communicating,Automating
What way of adding value to an organization is described as 'Doing things better'?,Automating,Informating,Strategizing,Collaborating,Informating
What way of adding value to an organization is described as 'Doing things smarter'?,Automating,Informating,Strategizing,Managing,Strategizing
"Using IS to 'automate assembly lines, reducing human error' is an example of which value?",Automating,Informating,Strategizing,Cybersecurity,Automating
Using IS to 'track customer purchases... to analyze buying patterns' is an example of which value?,Automating,Informating,Strategizing,Infrastructure,Informating
Using 'an advanced CRM system to personalize marketing' is an example of which value?,Automating,Informating,Strategizing,Operational Efficiency,Strategizing
Which financial metric 'Compares financial gains with system costs'?,Payback Period,Net Present Value (NPV),Return on Investment (ROI),Internal Rate of Return (IRR),Return on Investment (ROI)
Which financial metric measures the 'Time required for the system to recover its cost'?,Payback Period,Net Present Value (NPV),Return on Investment (ROI),Internal Rate of Return (IRR),Payback Period
Which of the following is NOT listed as a 'Financial Metric' for valuing IS?,Return on Investment (ROI),Payback Period,Error Reduction,Net Present Value (NPV),Error Reduction
"According to the CRM example, what is the 'Total Costs' (Initial + Ongoing)?","\$50,000","\$65,000","\$80,000","\$125,000","\$80,000"
"According to the CRM example, what is the 'Total Benefits' (Sales + Savings + Retention)?","\$80,000","\$100,000","\$110,000","\$125,000","\$125,000"
"Using the formula (Benefits-Costs)/Costs * 100, what is the calculated ROI for the CRM example?",56.25%,25.00%,100.00%,45.00%,56.25%
Which technology 'refers to delivering computing services... over the internet'?,Cloud Technology,Big Data,Augmented Reality,Digital Twin,Cloud Technology
Which of these is NOT listed as an advantage of Cloud Technology?,Cost efficiency,Increased scalability,Enhanced security,Physical infrastructure control,Physical infrastructure control
Which cloud service 'Provides virtualized computing resources... such as virtual machines and storage'?,Infrastructure as a Service (IaaS),Platform as a Service (PaaS),Software as a Service (SaaS),Business Intelligence (BI),Infrastructure as a Service (IaaS)
Which cloud service 'Offers hardware and software tools for application development'?,Infrastructure as a Service (IaaS),Platform as a Service (PaaS),Software as a Service (SaaS),Collaboration Tool,Platform as a Service (PaaS)
Which cloud service 'Delivers software applications over the internet on a subscription basis'?,Infrastructure as a Service (IaaS),Platform as a Service (PaaS),Software as a Service (SaaS),Big Data Tool,Software as a Service (SaaS)
"What term 'refers to processes, methods and SW used to collect, store and analyze data from business operations'?",Cloud Technology,Digital Transformation (DT),Business Intelligence (BI),E-commerce,Business Intelligence (BI)
"Hadoop, Spark, and Hive are examples of what kind of tools?",Big Data Tools,Communication Tools,Project Management Tools,Collaboration Tools,Big Data Tools
Microsoft Power BI is given as an example of what kind of tool?,Big Data Tool,Business Intelligence Tool,Project Management Tool,Communication Tool,Business Intelligence Tool
Microsoft Office 365 and Google Workspace are examples of what kind of tools?,Big Data Tools,Communication Tools,Project Management Tools,Collaboration Tools,Collaboration Tools
MS Teams and Yammer are given as examples of what kind of tools?,Big Data Tools,Communication Tools,Project Management Tools,Collaboration Tools,Communication Tools
"Jira, Trello, and Asana are examples of what kind of tools?",Big Data Tools,Communication Tools,Project Management Tools,Collaboration Tools,Project Management Tools
What is a 'Private network within a single company'?,Internet,Intranet,Extranet,World Wide Web,Intranet
What 'Extends an intranet beyond a company to customers'?,Internet,Intranet,Extranet,World Wide Web,Extranet
What is 'an information system running on internet infrastructure that provides access to billions of web pages'?,Internet,Intranet,Extranet,World Wide Web,World Wide Web
What technology 'Slices digital messages into packets' for sending over a network?,TCP/IP,Packet switching,Client/Server Computing,HTML,Packet switching
Which protocol is 'responsible for addressing and routing packets of data'?,TCP (Transmission Control Protocol),IP (Internet Protocol),HTTP (Hypertext Transfer Protocol),HTML (Hypertext Markup Language),IP (Internet Protocol)
Which protocol 'ensures reliable communication between devices' and handles reassembly of packets?,TCP (Transmission Control VProtocol),IP (Internet Protocol),HTTP (Hypertext Transfer Protocol),HTML (Hypertext Markup Language),TCP (Transmission Control VProtocol)
Which of these is NOT a step in 'How TCP/IP Works'?,Data Division,Packet Header Creation,Data Encryption,Reassembly,Data Encryption
"In Client/Server computing, which role 'Initiates requests for services or resources'?",Client,Server,Router,Network,Client
"In Client/Server computing, which role 'Provides services or resources requested by clients'?",Client,Server,Router,Network,Server
What does HTTP stand for?,Hypertext Transfer Protocol,Hypertext Transmission Protocol,Hypertext Markup Protocol,High-Speed Text Protocol,Hypertext Transfer Protocol
What does HTML stand for?,Hypertext Transfer Language,Hypertext Markup Language,Hypertext Main Language,High-Speed Text Markup,Hypertext Markup Language
What markup language is 'Designed to describe data and information'?,HTML,XML,HTTP,TCP,XML
What is 'The use of the internet and the web to transact business'?,E-business,E-commerce,Social Technology,Packet Switching,E-commerce
"What is the 'Digital enabling of transactions and processes within a firm, involving information system under firm's control'?",E-business,E-commerce,Social Technology,Packet Switching,E-business
Which feature of E-commerce means it is 'available everywhere... anytime'?,Global reach,Ubiquity,Information richness,Interactivity,Ubiquity
Which feature of E-commerce means it 'reaches across national boundaries'?,Global reach,Ubiquity,Information richness,Interactivity,Global reach
"Which feature of E-commerce integrates 'Video, audio, and text marketing messages'?",Global reach,Ubiquity,Information richness,Interactivity,Information richness
Which feature of E-commerce 'engages [consumers] in a dialog'?,Global reach,Ubiquity,Information richness,Interactivity,Interactivity
Which feature of E-commerce 'reduces information costs and raises quality'?,Personalization,Social technology,Information density,Interactivity,Information density
Which feature of E-commerce involves 'Personalization of marketing messages... based on individual characteristics'?,Personalization/Customization,Social technology,Information density,Ubiquity,Personalization/Customization
Which feature of E-commerce is about 'User-generated content and social networks'?,Personalization/Customization,Social technology,Information density,Global reach,Social technology
"Which E-commerce model involves 'A business sells products or services directly to individual consumers' (e.g., Amazon, Netflix)?",Business-2-Consumer (B2C),Business-2-Business (B2B),Consumer-2-Consumer (C2C),Consumer-2-Business (C2B),Business-2-Consumer (B2C)
"Which E-commerce model involves 'Businesses sell products or services to other businesses' (e.g., Salesforce)?",Business-2-Consumer (B2C),Business-2-Business (B2B),Consumer-2-Consumer (C2C),Consumer-2-Business (C2B),Business-2-Business (B2B)
"Which E-commerce model involves 'Consumers sell products or services to other consumers' (e.g., eBay, OLX)?",Business-2-Consumer (B2C),Business-2-Business (B2B),Consumer-2-Consumer (C2C),Consumer-2-Business (C2B),Consumer-2-Consumer (C2C)
"Which E-commerce model involves 'Independent workers who offer their services or products' (e.g., Upwork)?",Business-2-Consumer (B2C),Business-2-Business (B2B),Consumer-2-Consumer (C2C),Consumer-2-Business (C2B),Consumer-2-Business (C2B)
What is 'M-commerce'?,E-commerce enabled by social networks,E-commerce using mobile devices,E-commerce between businesses,E-commerce between consumers,E-commerce using mobile devices
What is 'S-commerce'?,E-commerce enabled by social networks,E-commerce using mobile devices,E-commerce between businesses,E-commerce between consumers,E-commerce enabled by social networks
What specific warning is given on the 'Policies' slide with '!!!!'?,People sitting on the back row,Please turn off mobiles,Avoid distractions,Expect interaction,People sitting on the back row
What is Topic 2 (T2) of the course?,Databases and Data Warehouses,Information Systems and Strategy,Systems Development,Information Systems and People,Information Systems and Strategy
What is Topic 5 (T5) of the course?,"The Web, E-commerce, and M-commerce",Business Intelligence,Information Systems and Strategy,Databases and Data Warehouses,"The Web, E-commerce, and M-commerce"
Which learning objective mentions 'advantages and disadvantages' of using IS?,Objective 1,Objective 3,Objective 5,Objective 6,Objective 5
Which role of IS allows people to 'work together at any time and from any place'?,Managing Operations,Making Decisions,Collaborating on Teams,Gaining Competitive Advantage,Collaborating on Teams
Which of the following is listed as a role for 'People' in an IS?,Developers and managers,Hardware and software,Input and output,Raw facts,Developers and managers
What does IT (Information Technology) include?,"Hardware, software, and telecommunications","Data, Information, and Knowledge","People, Processes, and Data","Input, Processing, and Output","Hardware, software, and telecommunications"
"What 'abstract hardware instructions into basic statements, which are much easier to understand and handle'?",Programming,An Operating System,Application Software,A Programming language,A Programming language
Why is the SDLC described as a 'Cycle'?,It has 6 phases,It moves from step to step,It has a feedback loop and repeats for major releases,Each phase has different responsibilities,It has a feedback loop and repeats for major releases
Who is primarily responsible for building the 'complete requirements specification' in Phase 1 of SDLC?,Developers and Testers,Business analysts & Project manager,End Users,Software Architects,Business analysts & Project manager
What example of a 'Version control system' is mentioned in the Implementation phase?,Jira,Git,Windows,API,Git
"Which development methodology is illustrated by an image of a single, sequential manufacturing process?",Waterfall Approach,Iterative Approach,Incremental Approach,Agile Approach,Waterfall Approach
"Which development methodology is illustrated by showing the product built in vertical slices, one on top of the other?",Waterfall Approach,Iterative Approach,Incremental Approach,Agile Approach,Incremental Approach
Which development methodology combines 'Increments + Iterations'?,Waterfall Approach,Iterative Approach,Incremental Approach,Agile Approach,Agile Approach
What is a 'pro' of the Waterfall methodology?,All requirements must be known upfront,Deliverables are frozen,Milestones are well understood,It's easy to go backward,Milestones are well understood
What is a 'con' of the Waterfall methodology?,Works well when quality is important,Little opportunity for customer to preview the system,Easy to understand,Provides structure to inexperienced staff,Little opportunity for customer to preview the system
What is a key problem with Parallel Development?,It is too sequential,Integration of the subprojects may be challenging,Users get a system too quickly,It does not have a design phase,Integration of the subprojects may be challenging
What is the 'main disadvantage' of Iterative Development?,It is too slow,It has voluminous deliverables,Users begin to work with a system that is intentionally incomplete,It does not allow for feedback,Users begin to work with a system that is intentionally incomplete
The image of people in oversized suits represents which Agile value?,Working software over comprehensive documentation,Individuals and interactions over processes and tools,Customer collaboration over contract negotiation,Responding to change over following a plan,Individuals and interactions over processes and tools
The image comparing 'Your Plan' (a simple path) to 'Reality' (a complex path) represents which Agile value?,Working software over comprehensive documentation,Individuals and interactions over processes and tools,Customer collaboration over contract negotiation,Responding to change over following a plan,Responding to change over following a plan
"What is Agile Principle #10, represented by the 'KISS' image?",Trust and support,Deliver frequently,Welcome change,Maintain simplicity,Maintain simplicity
"Which Systems Analyst skill is needed to 'Parse data and information to develop creative, rational solutions'?",Technical,Business,Analytical,Interpersonal,Analytical
"Which Systems Analyst skill is needed to 'Communicate effectively, one-on-one with users... and to write reports'?",Technical,Business,Analytical,Interpersonal,Interpersonal
"Which Systems Analyst skill is needed to 'deal fairly, honestly, and ethically'?",Management,Ethical,Analytical,Business,Ethical
Using Amazon Web Services (AWS) or Microsoft Azure is an example of what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Infrastructure
A manufacturing company investing in an ERP system is an example of what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Applications and Software
A healthcare organization using 'predictive analytics to improve patient outcomes' is an example of what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Data Analytics and BI
An e-commerce company implementing 'secure payment processing systems' is an example of what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Cybersecurity
What IS investment challenge is related to 'systems that become obsolete too soon'?,High Upfront Costs,Rapid Technology Changes,Change Management,Security Concerns,Rapid Technology Changes
What IS investment challenge is related to 'user retraining' and 'resistance'?,High Upfront Costs,Rapid Technology Changes,Change Management,Security Concerns,Change Management
'Dashboards and reporting tools that help monitor performance metrics' are an example of which value?,Automating,Informating,Strategizing,Cybersecurity,Informating
'Error Reduction' and 'Cycle Time Reduction' are examples of what kind of metrics?,Financial Metrics,Operational Efficiency,Productivity Metrics,Strategic Value,Operational Efficiency
'Customer Satisfaction' and 'Service Quality' are examples of what kind of metrics?,Financial Metrics,Operational Efficiency,Customer-Related Metrics,Strategic Value,Customer-Related Metrics
'Competitive Advantage' and 'Agility & Adaptability' are examples of what kind of value?,Financial Metrics,Operational Efficiency,Customer-Related Metrics,Strategic Value,Strategic Value
'Knowledge Management' and 'Employee Engagement' are examples of what?,Financial Metrics,Operational Efficiency,Risk & Intangible Benefits,Strategic Value,Risk & Intangible Benefits
Which of these is NOT listed as an advantage of Cloud Technology?,Cost efficiency,Increased scalability,Enhanced security,Requires physical infrastructure,Requires physical infrastructure
"Which cloud service is like renting a complete application, such as Google Docs or Salesforce?",Infrastructure as a Service (IaaS),Platform as a Service (PaaS),Software as a Service (SaaS),Big Data (BDaaS),Software as a Service (SaaS)
"Hadoop, Spark, and Hive are given as examples of what?",Big Data Tools,Business Intelligence Tools,Collaboration Tools,Project Management Tools,Big Data Tools
Microsoft Office 365 and Google Workspace are given as examples of what?,Big Data Tools,Business Intelligence Tools,Collaboration Tools,Project Management Tools,Collaboration Tools
"Yammer is given as an example of an 'Enterprise social network', which falls under what category of tools?",Collaboration Tools,Communication Tools,Project Management Tools,Big Data Tools,Communication Tools
"Jira, Trello, and Asana are given as examples of what?",Collaboration Tools,Communication Tools,Project Management Tools,Big Data Tools,Project Management Tools
What device is explicitly mentioned as being used by 'Packet switching'?,Modems,Firewalls,Routers,Web Servers,Routers
How many bits are in an IPv6 address?,32-bit,64-bit,128-bit,256-bit,128-bit
"In the Client/Server model, a 'web server hosting a website' is an example of what?",Client,Server,Network,Protocol,Server
What markup language is 'Designed to describe data and information'?,HTML,XML,HTTP,TCP,XML
"According to the comparison table, which term (E-commerce or E-business) 'Encompasses all business activities conducted online'?",E-commerce,E-business,Both,Neither,E-business
"According to the comparison table, which term (E-commerce or E-business) 'Focuses on online transactions such as buying, selling, and payments'?",E-commerce,E-business,Both,Neither,E-commerce
"According to the comparison table, CRM and ERP are part of which concept?",E-commerce,E-business,S-commerce,M-commerce,E-business
Which characteristic of B2B e-commerce distinguishes it from B2C?,Focus on marketing,Large customer base,Larger transaction values and longer sales cycles,Peer-to-peer interactions,Larger transaction values and longer sales cycles
Netflix is given as an example of which e-commerce model?,B2C,B2B,C2C,C2B,B2C
Salesforce is given as an example of which e-commerce model?,B2C,B2B,C2C,C2B,B2B
OLX is given as an example of which e-commerce model?,B2C,B2B,C2C,C2B,C2C
Upwork is given as an example of which e-commerce model?,B2C,B2B,C2C,C2B,C2B
Facebook is given as an example of which e-commerce model?,M-commerce,Social E-commerce,B2B,C2B,Social E-commerce
What is the first topic (T1) listed in the 'Course Topics' slide?,Information Systems and People,Information Systems and Strategy,Databases and Data Warehouses,Systems Development and Procurement,Information Systems and People
What is the definition of 'Digital Transformation (DT)'?,A group of people managed to meet objectives,The integration of digital technology into all areas of a business,A set of activities designed to achieve a task,Raw facts,The integration of digital technology into all areas of a business
Which information concept is described as 'Raw facts'?,Data,Information,Knowledge,Wisdom,Data
"Which information concept 'Describes ""how""'?",Data,Information,Knowledge,Wisdom,Knowledge
What is the IS activity 'Converting data into useful outputs'?,Input,Processing,Output,Feedback,Processing
"What is the IS activity 'Production of useful information, usually in the form of documents and reports'?",Input,Processing,Output,Feedback,Output
Which characteristic of valuable information means 'error free'?,Accurate,Complete,Economical,Flexible,Accurate
Which characteristic of valuable information means 'Usable for a variety of purposes'?,Accurate,Complete,Economical,Flexible,Flexible
"What IS role involves 'the design, operation, and improvement of the systems and processes'?",Managing Operations,Supporting Customer Interaction,Making Decisions,Gaining Competitive Advantage,Managing Operations
What is defined as 'Anything that gives a firm a lead over its rivals'?,Business Intelligence,Competitive Advantage,Individual Productivity,A Business Process,Competitive Advantage
What does BPM (Business Process Management) focus on?,"Designing, optimizing, and streamlining processes","Hardware, software, and telecommunications",Gathering and capturing raw data,Eliciting requirements from stakeholders,"Designing, optimizing, and streamlining processes"
What stage of the Information Processing Cycle involves 'the computer... fed with the data from its user'?,Input,Processing,Output,Storage,Input
What stage of the Information Processing Cycle involves 'the organized data (information) is kept for future use'?,Input,Processing,Output,Storage,Input
What is the 'Software Development Life Cycle (SDLC)'?,The general steps to build software,A formalized approach to maintain a system,A type of software,A way to value information systems,The general steps to build software
What is the first phase of the SDLC?,Design,Implementation,Testing,Requirement Gathering & Analysis,Requirement Gathering & Analysis
What is the final phase of the SDLC?,Testing,Deployment,Maintenance,Design,Maintenance
"What type of requirements define 'performance, reliability, usability, etc.'?",Functional requirements,Non-functional requirements,Business requirements,Design requirements,Non-functional requirements
Who makes the 'Go/No Go' decision in the SDLC?,Developers,Sponsor and steering committee,End users,Testers,Sponsor and steering committee
What does HLD (High-Level Design) define?,Components and algorithms,The overall system architecture,Database design,UI/UX design,The overall system architecture
What does LLD (Low-Level Design) define?,Components and algorithms,The overall system architecture,API design,Infrastructure design,Components and algorithms
What is 'Unit Testing'?,Testing individual components in isolation,Testing how modules work together,An end-to-end test of the system,Testing performed by end users,Testing individual components in isolation
What is 'User Acceptance Testing (UAT)'?,Testing individual components in isolation,Testing how modules work together,An end-to-end test of the system,Testing performed by end users,Testing performed by end users
What is an 'As-is-System'?,A new system being built,The current system being maintained or enhanced,A system that failed testing,A system design model,The current system being maintained or enhanced
What is a 'To-be-System'?,A new system being built,The current system being maintained or enhanced,A system that is obsolete,A system design model,A new system being built
