"What is the search performance of a balanced binary search tree, often used in kernels?",O(lg n),O(n),O(n^2),O(1),O(lg n)
"In which computing model are all nodes considered peers, acting as either clients, servers, or both?",Peer-to-Peer (P2P),Client-Server,Distributed,Clustered,Peer-to-Peer (P2P)
When is emulation used in virtualization?,When the source CPU type is different from the target CPU type,When the guest OS is the same as the host OS,When running applications in a cloud environment,When the computer language is compiled to native code,When the source CPU type is different from the target CPU type
Cloud computing is described as a logical extension of which other computing environment?,Virtualization,Client-Server,Peer-to-Peer,Mainframe computing,Virtualization
What is 'Platform as a Service (PaaS)' in cloud computing?,"A software stack ready for application use via the Internet (e.g., a database server)","Servers or storage available over the Internet (e.g., backup storage)","One or more applications available via the Internet (e.g., a word processor)",A private cloud run by a company for its own use,"A software stack ready for application use via the Internet (e.g., a database server)"
What is 'Infrastructure as a Service (IaaS)' in cloud computing?,"Servers or storage available over the Internet (e.g., backup storage)","A software stack ready for application use via the Internet (e.g., a database server)","One or more applications available via the Internet (e.g., a word processor)",A hybrid cloud including both public and private components,"Servers or storage available over the Internet (e.g., backup storage)"
Which of the following is a set of operating-system services helpful to the user?,"User interface, Program execution, I/O operations, File-system manipulation","Resource allocation, Accounting, Protection and security","System boot, Debugging, System generation","Kernel-mode operation, Dual-mode operation, Privileged instructions","User interface, Program execution, I/O operations, File-system manipulation"
What are the two methods of communication between processes mentioned?,Shared memory and message passing,System calls and APIs,CLI and GUI,Sockets and pipes,Shared memory and message passing
Which set of OS functions exists to ensure the efficient operation of the system itself?,"Resource allocation, Accounting, Protection and security","Program execution, I/O operations, Error detection","User interface, File-system manipulation, Communications","Compilers, Debuggers, Text editors","Resource allocation, Accounting, Protection and security"
What are the three main types of user interfaces mentioned?,"Command-Line (CLI), Graphics User Interface (GUI), and Batch","Touchscreen, Voice, and Mouse-driven","Kernel-level, User-level, and System-level","API, System Call, and Library","Command-Line (CLI), Graphics User Interface (GUI), and Batch"
What is another name for a Command-Line Interface (CLI)?,Command interpreter or shell,Graphics User Interface (GUI),Application Programming Interface (API),Kernel,Command interpreter or shell
Where was the GUI (desktop metaphor interface) invented?,Xerox PARC,Microsoft,Apple,Bell Labs,Xerox PARC
How do most programs access system calls?,Via a high-level Application Programming Interface (API),By directly writing in assembly language,By using the command-line interface (CLI),By modifying kernel code,Via a high-level Application Programming Interface (API)
Which of the following is NOT one of the three most common APIs mentioned?,Win32 API for Windows,"POSIX API for UNIX, Linux, and Mac OS X",Java API for the JVM,Cocoa API for Mac OS X,Cocoa API for Mac OS X
How is a system call typically identified by the kernel?,"A number associated with each system call, used as an index into a table","The name of the function (e.g., 'open()')",The memory address of the calling program,The API used to make the call,"A number associated with each system call, used as an index into a table"
What is the simplest method to pass parameters to the OS during a system call?,Pass the parameters in registers,Store parameters in a block in memory and pass the block address,Push the parameters onto the stack,Store the parameters in a file and pass the file name,Pass the parameters in registers
Which method of parameter passing is taken by Linux and Solaris?,Storing parameters in a memory block and passing the address in a register,Passing all parameters in registers,Pushing all parameters onto the stack,Using a dedicated hardware buffer,Storing parameters in a memory block and passing the address in a register
Which two parameter passing methods do not limit the number or length of parameters?,The block/table method and the stack method,The register method and the stack method,The register method and the block/table method,"None of the above, all have limits",The block/table method and the stack method
"`create process`, `terminate process`, `load`, and `execute` are all types of which system call category?",Process control,File management,Device management,Protection,Process control
"`read`, `write`, `open`, and `close` are system calls related to which two categories?",File management and Device management,Process control and Communications,Information maintenance and Protection,Process control and File management,File management and Device management
What is the primary purpose of system programs?,To provide a convenient environment for program development and execution,To provide the interface to system calls,To implement the OS kernel,To manage the system boot process,To provide a convenient environment for program development and execution
Background services that launch at boot time and run continuously (like 'printing' or 'error logging') are also known as what?,"Services, subsystems, or daemons",System calls,APIs,Kernels,"Services, subsystems, or daemons"
What is the important design principle that separates 'What will be done?' from 'How to do it?',Separation of policy (what) from mechanism (how),Dual-mode operation,Layered approach,Microkernel structure,Separation of policy (what) from mechanism (how)
"While early OSes were written in assembly language, what languages are now predominantly used for the main body of an OS?",C and C++,Python and PERL,Java and C#,Assembly and Algol,C and C++
Which operating system is given as an example of a 'simple structure' that was not well separated into modules?,MS-DOS,UNIX,Mac OS X,Linux,MS-DOS
"In the traditional UNIX structure, what are the two separable parts?",System programs and the kernel,The kernel and the hardware,The shell and the system calls,The file system and the CPU scheduler,System programs and the kernel
What is the fundamental rule of the 'layered approach' to OS structure?,Each layer can only use functions and services of lower-level layers,Each layer communicates directly with all other layers,The user interface is the bottom layer (layer 0),All layers run in kernel mode,Each layer can only use functions and services of lower-level layers
What is the main idea behind the microkernel system structure?,Move as much functionality as possible from the kernel into user space,"Combine all OS functions into a single, large kernel",Divide the OS into multiple layers,Implement the entire OS in assembly language,Move as much functionality as possible from the kernel into user space
How do user modules communicate in a microkernel architecture?,Through message passing,Through shared memory,By making direct system calls to each other,By writing to a common file,Through message passing
What is the primary detriment (disadvantage) of the microkernel approach?,Performance overhead from user-to-kernel space communication,It is less secure than a monolithic kernel,It is more difficult to extend,It is less reliable,Performance overhead from user-to-kernel space communication
What do modern operating systems like Linux and Solaris use to add functionality to the kernel dynamically?,Loadable kernel modules,System programs,Microkernels,A strict layered approach,Loadable kernel modules
Mac OS X is a hybrid system built on what two main components?,A Mach microkernel and BSD Unix parts,A Windows kernel and a Solaris microkernel,An MS-DOS kernel and a layered structure,A Linux kernel and the Aqua UI,A Mach microkernel and BSD Unix parts
How is the Linux kernel structure described?,Monolithic (in one address space) plus modular for dynamic loading,A pure microkernel,A strict layered system,A hybrid of Windows and UNIX,Monolithic (in one address space) plus modular for dynamic loading
Apple's iOS is structured on what other operating system?,Mac OS X,Android,Windows,Linux,Mac OS X
What is the name of the API for developing apps on iOS?,Cocoa Touch,Java API,POSIX API,Android API,Cocoa Touch
Google's Android operating system is based on what kernel?,A modified Linux kernel,The Mac OS X kernel,A proprietary microkernel,The Windows kernel,A modified Linux kernel
"In the Android architecture described, apps are developed in Java and run in what environment?",The Dalvik virtual machine,The Java Virtual Machine (JVM),A native C++ runtime,The Cocoa Touch layer,The Dalvik virtual machine
"What file is generated by the failure of an application, capturing the memory of the process?",Core dump,Crash dump,Log file,Trace file,Core dump
"What file is generated by an operating system failure, containing kernel memory?",Crash dump,Core dump,Boot log,Registry file,Crash dump
"What debugging tool, available in Solaris and Mac OS X, allows for live instrumentation on production systems?",DTrace,GDB,Valgrind,Windows Task Manager,DTrace
What is the small piece of code stored in ROM or EEPROM that locates and loads the OS kernel into memory?,Bootstrap loader,SYSGEN,DTrace,System call interface,Bootstrap loader
What common bootstrap loader allows the user to select which kernel to load from multiple disks or versions?,GRUB,MS-DOS,Mach,Dalvik,GRUB
"According to the storage hierarchy table, what entity is responsible for managing 'main memory'?",The hardware,The compiler,The operating system,The application program,The operating system
"According to the storage hierarchy table, what entity is responsible for managing the 'cache'?",The hardware,The compiler,The operating system,The user,The hardware
"What is the general term for the table, referenced by an interrupt, that contains the addresses of all the service routines?",Interrupt vector,System call table,Device-status table,Hash map,Interrupt vector
"In a synchronous I/O structure, what instruction idles the CPU until the next interrupt?",system call,wait instruction,trap,mode bit switch,wait instruction
"In an asynchronous I/O structure, what mechanism is used to allow the user program to wait for I/O completion?",A system call,A wait loop,A privileged instruction,A hardware interrupt,A system call
What is a 'word' defined as in the text?,8 bits,16 bits,The smallest convenient chunk of storage,A given computer architecture's native unit of data,A given computer architecture's native unit of data
A petabyte (PB) is defined as what?,"$1,024^{3}$ bytes","$1,024^{4}$ bytes","$1,024^{5}$ bytes","$1,024^{6}$ bytes","$1,024^{5}$ bytes"
Which of the following is listed as an advantage of multiprocessor systems?,Simple structure,Increased reliability (fault tolerance),Lower cost,Guaranteed 1-second response time,Increased reliability (fault tolerance)
"In the context of the kernel definition, what is a 'system program'?",Any program running on the computer,The kernel itself,A program that ships with the OS but is not the kernel,An application program,A program that ships with the OS but is not the kernel
A multi-threaded process has one program counter per...?,Process,CPU,User,Thread,Thread
"What is WORM, in the context of tertiary storage?","Write-once, read-many-times","Write-on, read-mostly",World-of-RAM-memory,Widespread-online-resource-media,"Write-once, read-many-times"
Which kernel data structure is described as 'a string of n binary digits representing the status of n items'?,Hash map,Binary search tree,Bitmap,Circular linked list,Bitmap
What are 'thin clients' also referred to as?,Mobile computers,Network computers (Web terminals),Peer-to-peer nodes,Virtual machines,Network computers (Web terminals)
What is a 'private cloud'?,A cloud available to anyone over the Internet,A cloud that includes both public and private components,A cloud run by a company for its own use,Software as a Service (SaaS),A cloud run by a company for its own use
What does 'SaaS' stand for in cloud computing?,Storage as a Service,Software as a Service,System as a Service,Security as a Service,Software as a Service
What is the key characteristic of a 'real-time OS'?,It is open-source,It has well-defined fixed time constraints,It is used for high-performance computing (HPC),It is based on a microkernel,It has well-defined fixed time constraints
What foundation started the 'copyleft' GNU Public License (GPL) movement?,The Linux Foundation,The Apache Foundation,The Free Software Foundation (FSF),The Open Handset Alliance,The Free Software Foundation (FSF)
"In the UNIX `read()` API example, what does a return value of 0 indicate?",An error has occurred,The file was read successfully,End of file,The file descriptor is invalid,End of file
"In the UNIX `read()` API example, what does a return value of -1 indicate?",An error has occurred,The file was read successfully,End of file,The file descriptor is invalid,An error has occurred
"In the table of Windows and Unix system calls, `shmget()` on Unix is in what category?",Process Control,File Manipulation,Protection,Communication,Communication
"In the table of Windows and Unix system calls, `ioctl()` on Unix is in what category?",Device Manipulation,Information Maintenance,Protection,Communication,Device Manipulation
"What is a 'registry', as implemented in some systems?",A kernel data structure for linked lists,A place to store and retrieve configuration information,A table of system calls,A list of user IDs and group IDs,A place to store and retrieve configuration information
What is the main *detriment* of writing an OS in a high-level language instead of assembly?,It is slower,It is harder to debug,It is less portable,It is less secure,It is slower
"In the layered approach to OS structure, what is Layer 0?",The user interface,The kernel,The hardware,The system programs,The hardware
"What is the name of the Mac OS X kernel, which is partly based on the Mach microkernel?",Aqua,Cocoa,Darwin,XNU,Darwin
What programming environment is mentioned for Mac OS X that works with the Aqua UI?,Cocoa,Java API,POSIX,Win32,Cocoa
What is the name of the API for developing applications on iOS?,Cocoa Touch,Android API,Java,POSIX,Cocoa Touch
"Android applications are developed in Java, but they run on which virtual machine?",Java Virtual Machine (JVM),Dalvik virtual machine,VMware,XenServer,Dalvik virtual machine
What is 'profiling' as a debugging technique?,Capturing the memory of a process that failed,Capturing kernel memory after an OS failure,Periodic sampling of the instruction pointer to find statistical trends,A trace listing of all system activities,Periodic sampling of the instruction pointer to find statistical trends
What is the program called that obtains hardware configuration information to build a system-specific kernel?,GRUB,Bootstrap loader,SYSGEN,DTrace,SYSGEN
What is GRUB?,The kernel for Mac OS X,A common bootstrap loader that allows kernel selection,A type of system call,A debugging tool in Solaris,A common bootstrap loader that allows kernel selection
Which of the following is *not* a benefit of the microkernel system structure?,It is easier to extend,It is more reliable,It is more secure,It has lower performance overhead,It has lower performance overhead
"In a traditional UNIX system structure, which of the following is *not* part of the kernel?",CPU scheduling,File system,System libraries,Block I/O system,System libraries
What is the term for a software-generated interrupt caused by an error or a user request?,A trap or exception,A hardware failure,A device-status interrupt,A DMA request,A trap or exception
"What component connects CPUs and device controllers, providing access to shared memory?",A common bus,The kernel,The system call interface,A loadable module,A common bus
